name,address,latitude,longitude,rating,reviews_count,place_id,price_level,types,borough,Code,Value,Code_earnings,Pay_2021,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Income Rank (where 1 is most deprived)
Cha Cha Cha,"20-22 Ave Mews, London",51.5907847,-0.143747,4.8,9,ChIJV9BiBC0adkgRss7b6Gwfqm4,,"furniture_store, home_goods_store, clothing_store, point_of_interest, store, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
Exclusive,"2 Flask Walk, London",51.55638070000001,-0.1776995,2.5,22,ChIJ4yWS8ocadkgRYzEOuF0e1Uo,,"home_goods_store, point_of_interest, store, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
Alpha Vintage Store,"Hornsey Rd, London",51.55952120000001,-0.1144241,0.0,0,ChIJ4dohSD0bdkgR7KIE382CXWc,,"clothing_store, point_of_interest, store, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
DreamingLion Vintage,"Unit D28, Horse Tunnel, The Stables Market, Chalk Farm Rd, London",51.5420455,-0.1469688,4.5,59,ChIJQ_fBOOQadkgR1-shEaBQUEc,2.0,"clothing_store, point_of_interest, store, establishment",Camden,E09000007,"717,500",00AG,694.2,16247.744360902256,14359.135338345865
TTFN Vintage,"106-108 Denmark Hill, London",51.4709291,-0.0930882,5.0,8,ChIJ5UemtyEDdkgRYKI2VAYBYJE,,"clothing_store, store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Vien Vintage,"87 Church Rd, London",51.4175496,-0.0807546,4.9,7,ChIJoQe4nkUBdkgRBuoun6PUjSg,,"clothing_store, store, point_of_interest, establishment",Bromley,E09000006,"425,000",00AF,653,21707.984771573603,20825.827411167513
Pezze,"vinegar yard, St Thomas St, London",51.5026705,-0.0833746,5.0,8,ChIJz-J4YrYDdkgRTThCWPfK3pc,,"clothing_store, store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Blue Feather,"14 Melbourne Grove, London",51.4604254,-0.0799633,4.9,17,ChIJAVXzT5ADdkgRDC7V9Zs4uF4,,"clothing_store, store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Bambino,"32 Church Rd, London",51.4190218,-0.0796226,4.9,14,ChIJTZBpGEUBdkgRyeOiLMyjHHo,,"clothing_store, store, point_of_interest, establishment",Croydon,E09000008,"345,000",00AH,613.3,14926.636363636364,14686.254545454545
Flea London Vintage & Makers Market,"Vinegar Yard, St Thomas St, London",51.50259699999999,-0.0834464999999999,4.0,252,ChIJebfgBqgEdkgRtq6_AMfp8CM,,"tourist_attraction, home_goods_store, clothing_store, store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
livewithfashion,"Alpha House, 100 Borough High St, London",51.5032218,-0.0919688999999999,0.0,0,ChIJXzi6OFgDdkgRXuNDXvrhxUQ,,"clothing_store, store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Bermondsey Antique Market,"11 Bermondsey Sq, London",51.4972798,-0.0812958,3.9,241,ChIJh-JoFkMDdkgRC0BIhMjNw0g,,"jewelry_store, home_goods_store, clothing_store, store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Morbleu,"135 Dulwich Rd, London",51.4526729,-0.1027664,4.4,15,ChIJoydiJHMEdkgRD1f7xwiGlFo,,"furniture_store, home_goods_store, store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Vintage Chairs,"25 Gubyon Ave, London",51.4554139,-0.102013,0.0,0,ChIJd7_A6N8FdkgRCOovpvI0ldo,,"furniture_store, home_goods_store, store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Traid,"2 Acre Ln, London",51.4612282,-0.1162417,4.1,49,ChIJA9CEH2gEdkgR_2YfNgVyCu0,,"store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Good,"31 Kensington Church St, London",51.5035908,-0.1920055,4.9,10,ChIJMZuZSZ8PdkgRi6DwkK7Q-vQ,,"clothing_store, store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
New Kings Road Vintage Guitar Emporium,"65A New Kings Rd, London",51.475823,-0.1933474,4.6,89,ChIJ8Y9sfIEPdkgR45c9Zi-vuOI,,"electronics_store, home_goods_store, store, point_of_interest, establishment",Hammersmith and Fulham,E09000013,"740,000",00AN,714.5,14202.601769911504,13752.920353982301
Crystal Palace Antiques,"Imperial House, Jasper Rd, London",51.4200092,-0.0795242999999999,4.6,229,ChIJqU6W8FoBdkgRSkT-04_lKBY,,"furniture_store, home_goods_store, store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
AntikBar - Original Vintage Posters,"404 King's Rd, London",51.4836155,-0.1771506,4.9,21,ChIJqZf1S2UFdkgRKbUQ3cxlYgs,,"book_store, art_gallery, store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
V&I - Vintage & Industrial,"Unit 11 Riverside Road Wimbledon Stadium Business Centre Garratt Business Park, London",51.4330534,-0.1900847,5.0,1,ChIJvcXxA1UPdkgRG-th126Aoxw,,"furniture_store, home_goods_store, store, point_of_interest, general_contractor, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
vintage clothing,London,51.52362549999999,-0.2067168,5.0,1,ChIJdXo0VsURdkgR2snk9q1QDRo,,"clothing_store, point_of_interest, store, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
Magpie Vintage,"3 Camden Psge, London",51.5345635,-0.1043199,4.7,35,ChIJhVPBNE4bdkgRzEzZ3txke14,,"clothing_store, store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Miniola Vintage,"65 Cross St, London",51.539392,-0.101881,0.0,0,ChIJ5bgE72YbdkgRdrhkIhSI48g,,"clothing_store, store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Dreamtime,"14 Pierrepoint Arcade, London",51.5345842,-0.1037696,1.0,2,ChIJqcVu4JQbdkgRjs2jBiyp8gI,,"clothing_store, store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Laura von Behr Vintage,"Canonbury Yard, Building 1, 5A, 190 New N Rd, London",51.5377403,-0.0908213,5.0,20,ChIJV1R3uGwddkgRIwcrsumpxf0,,"clothing_store, store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Anubis Vintage Clothing,"3-4, Turnpike Parade, London",51.5900583,-0.1027009,4.4,47,ChIJ2Q8ejnAbdkgRQfc5Q-mjVt8,,"clothing_store, point_of_interest, store, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
Little Sister,"Market Peckham, 133a Rye Ln, London",51.46982449999999,-0.0680959,5.0,7,ChIJiQ8-pqEDdkgReswEsACRZIc,,"clothing_store, store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Rye Not Retro,"62 Peckham Rye, London",51.4649691,-0.0666578999999999,4.3,8,ChIJu9JFCKMDdkgRBaY1nW1nQlY,,"store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
the never not,"Arch 118, Unit 22 Station Passage, London",51.4747305,-0.0569701,0.0,0,ChIJ01WNyngDdkgRPpDJ773E92g,,"clothing_store, store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Mabel's Five & Dime,"Mabels' Five & Dime, 100 Kirkdale, Sydenham",51.4322854,-0.0610275,5.0,16,ChIJXcxzXdgDdkgRs6WRGD0TeUU,,"clothing_store, store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
SixQD,"720b, 722b Old Kent Rd, London",51.4808333,-0.0604725999999999,0.0,0,ChIJC11Upw8DdkgRzL-YdiIJkoA,,"clothing_store, store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
National Vintage League Ltd.,"Unit 2, Print Village, 58 Chadwick Rd, London",51.4683982,-0.0749778,5.0,386,ChIJZ2m4bc0DdkgReI2k-XWxgqs,,"clothing_store, store, point_of_interest, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Ansa Vintage,"95 Dartmouth Rd, London",51.4361212,-0.0550615,5.0,1,ChIJLaCRCvYDdkgRxUEqevP2eUU,,"clothing_store, store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Wild Horses,"95 Dartmouth Rd, London",51.43615150000001,-0.0550376999999999,5.0,12,ChIJ-YjX0tYDdkgRlKtpTl_RyW0,,"home_goods_store, store, point_of_interest, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Hunky Dory Vintage,"226 Brick Ln, London",51.52473939999999,-0.0715639,4.5,51,ChIJwQFcwrccdkgRDKwynWRiIws,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
The Brick Lane Vintage Market,"85 Brick Ln, London",51.52079579999999,-0.0720977,4.3,220,ChIJUeGR5skcdkgRhoeEXHPbGpk,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
House of Vintage Shoreditch,"4 Cheshire St, London",51.5234455,-0.0711518999999999,3.7,27,ChIJ89NiL8gcdkgRojCkBP1_U_M,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Brick Lane Vintage,"182 Brick Ln, London",51.52353850000001,-0.0713005999999999,4.2,15,ChIJL1W5LOgddkgRYFwiVFvfsEM,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Vintage Basement,"7 Cheshire St, London",51.5235678,-0.0709520999999999,4.4,43,ChIJ9Yho2rccdkgRoei5FBa6jg8,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Magpie Vintage,"F Block, Magpie Vintage Brick Lane Vintage Market, 85 Brick Ln, London",51.520781,-0.0719501,5.0,2,ChIJISD0szIddkgR4Tw680fBrBY,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Rokit,"101 Brick Ln, London",51.5224997,-0.0716904,4.1,167,ChIJM_KoP7YcdkgRb8VHVk4aHcI,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
SO VINTAGE LONDON,"Old Spitalfields Market, 16 Horner Square, Spitalfields, London",51.5196411,-0.0756105,3.0,1,ChIJDbtOBbQcdkgRt_Dqa3RZSdg,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Levisons Vintage Clothing,"1 Cheshire St, Brick Ln, London",51.5235518,-0.0711432,4.3,36,ChIJLZSSz7ccdkgRPQHgEMFd5YY,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
ATIKA,"55-59 Hanbury St, London",51.52037370000001,-0.0709477999999999,4.3,416,ChIJSYVmBrYcdkgRS8-DuFnCA_Q,3.0,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
SCOUT VINTAGE,"108 Commercial St, London",51.5200921,-0.0742704,4.5,14,ChIJXYyxsM8ddkgRhPHo6lEzRts,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Collectif,"71 Brushfield St, London",51.5192388,-0.0750617,4.4,56,ChIJPW5HFLQcdkgRk2zJXCYhkc8,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Vintage Paradise,"220 Brick Ln, London",51.5245456,-0.0715203,4.3,6,ChIJv_6Ycu0ddkgRHxBKTffSwCE,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Vintage Planet,"Unit 5/6, Vintage Planet, Brick Lane Vintage Market B4, 91 Brick Ln, London",51.5212201,-0.0719517,4.3,20,ChIJ3ay-FeQadkgRs8JF0RrNwtc,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Non Stop Vintage,"117c Brick Ln, London",51.5238695,-0.0715777,2.8,5,ChIJg71VwbccdkgRB4leylTGLa0,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
House of Vintage,"388 Old St, London",51.5270585,-0.0782834,0.0,0,ChIJHWfyQ7ocdkgRpwEUQ5U8oDY,,"clothing_store, store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Love Leather THE VINTAGE MARKET,"85 Brick Ln, London",51.5206389,-0.0719332,4.7,3,ChIJC-7NVpYddkgR8lwGephuznw,,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Thrifted.com @ Brick Lane,"Vintage Market Shoreditch, Unit 30, 85 Brick Ln, London",51.520781,-0.0719501,5.0,5,ChIJjVv2r2IddkgRQwFslyMDV2I,,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Vintage Velvet Clothing,"85 Brick Ln, London",51.52086689999999,-0.0720324,0.0,0,ChIJ-z-eZZMddkgRTSXlM-Hgqck,,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
London Vintage,"5 Cheshire St, London",51.5235908,-0.0710595,5.0,5,ChIJGUuUMXQddkgROGOiv5LIPw8,,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Cream Vintage London,"158 Brick Ln, London",51.52206469999999,-0.0715983999999999,5.0,5,ChIJR9D2ucMddkgR4T_ByqHGVMw,,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Here After,"151 Brick Ln, London",51.5242606,-0.071672,3.6,18,ChIJJSMV6rccdkgRlqB8TKCY1es,,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Sunday market stock vintage,"106 Sclater St, London",51.5236031,-0.0734318,0.0,0,ChIJs0F6EBwddkgRdH-RpQNig2I,,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Pink Ink,"Vintage market, 85 Brick Ln, London",51.520781,-0.0719501,0.0,0,ChIJ7crPcrYcdkgR7JR52k8j4Sc,,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Original Material,"6 Cheshire St, London",51.5234368,-0.0711019,5.0,4,ChIJR6ayoZMddkgRVNu9_1wHGqU,,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Mero Retro,"2 Bradbury St, London",51.5486303,-0.0758307,5.0,55,ChIJofOD140cdkgR55VGvcu8iPI,,"jewelry_store, clothing_store, store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Preloved by Melina,"36 Amhurst Rd, London",51.5481259,-0.0568493999999999,5.0,6,ChIJw55C6focdkgRHJL7JB_gy48,,"clothing_store, store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Somewhere in Hackney Vintage,"394 Mentmore Terrace, London",51.5411437,-0.0577,5.0,3,ChIJ42rtPioddkgR5IDqK9VGZT0,,"clothing_store, store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Gold Dust Vintage,"343 - 344 Beck Rd, London",51.5372201,-0.0581609,5.0,2,ChIJ_ZIaEIEddkgRlQoQo3ssttI,,"clothing_store, store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
VOUT,"95 Columbia Rd, London",51.5299168,-0.0687478,5.0,4,ChIJsxo1u5kddkgR9I4TJuz33PU,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Retrouvé vintage,"23 Broadway Market, London",51.5362818,-0.0620898,5.0,8,ChIJ6-tWKFsddkgRsmiYPbAs0S0,,"clothing_store, store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Retrouvé vintage,"e8 1bg, 61 Wilton Way, London",51.5456744,-0.0615726,4.5,14,ChIJ49fvzO8cdkgRGXEsVRVlxyM,,"clothing_store, store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Beyond Retro Dalston,"92-100 Stoke Newington Rd, London",51.5533702,-0.0746013,4.5,504,ChIJtRzPk4scdkgRLpwH2LPChQw,,"clothing_store, point_of_interest, store, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Northcote Road Antiques Market,"155a Northcote Rd, London",51.455341,-0.1645277,4.4,116,ChIJLTzCjpUFdkgREt7408Gfd0g,2.0,"home_goods_store, store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Bourbon Hanby Antique - Ian Towning,"151 Sydney St, London",51.4877693,-0.1690736,4.7,38,ChIJhe_nE2wFdkgREMkNqC-8iio,,"home_goods_store, jewelry_store, store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
The yard,"115 Brick Ln, London",51.5204843,-0.0738691,0.0,0,ChIJmRJplxoddkgRHgqVjw7qXHA,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Frankie Lou Vintage,"12-20 Rosina St, London",51.54757499999999,-0.0455728,0.0,0,ChIJjx_inFYddkgR5E00za9qkw4,,"clothing_store, store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Vintage Threads,"Unit 3 Trafalgar Mews, London",51.5464767,-0.0302903,4.6,10,ChIJYc78vocbdkgRfaczFOqGDGo,,"clothing_store, store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Joli Vintage Living,"7 Nelson Rd., London",51.4810107,-0.0088632,4.2,13,ChIJzRq3AYUCdkgRs1LEPKDXQqQ,,"clothing_store, point_of_interest, store, establishment",Greenwich,E09000011,"401,000",00AL,618.9,12654.51655629139,11738.397350993377
Retrobates Vintage - The Beehive,"320-322 (Opposite Weatherspoons Pub, Creek Rd, London",51.4813623,-0.0107704,3.0,2,ChIJMdFGcIUCdkgRqaCvl7xnSV4,,"clothing_store, point_of_interest, store, establishment",Greenwich,E09000011,"401,000",00AL,618.9,12654.51655629139,11738.397350993377
Rag N Bone,"140 Deptford High St, London",51.4790854,-0.025972,3.8,9,ChIJl8wxcfMCdkgRUZ7n6VMZQsQ,,"clothing_store, point_of_interest, store, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Nude Lagoon,"205 Deptford High St, London",51.4807141,-0.0264337,4.7,7,ChIJYW30HgQDdkgRSfA2LsaHMr4,,"clothing_store, point_of_interest, store, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
The Junk Shop,"9 Greenwich S St, London",51.4776906,-0.0119741,4.6,158,ChIJU5_pqIgCdkgRczpMq1KbD0A,,"home_goods_store, point_of_interest, store, establishment",Greenwich,E09000011,"401,000",00AL,618.9,12654.51655629139,11738.397350993377
Black-Heath Antique,"308-310, Lewisham High St, London",51.4570677,-0.0141999,3.8,6,ChIJ9T8O120CdkgRTJb5X0-nfhg,,"furniture_store, home_goods_store, point_of_interest, store, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
TRAID Peckham,"14-16 Rye Ln, London",51.4726379,-0.0698983,4.2,69,ChIJyRjQHKADdkgRGyHYUXvg34M,,"clothing_store, point_of_interest, store, establishment",Southwark,E09000028,"520,000",00BE,631.9,11546.481927710844,11492.855421686747
Mad Vintage Mile End,"Ark 452 huddart street , AKA, Ackroyd Dr, London",51.51979009999999,-0.0283664,4.6,12,ChIJ1RBWc40ddkgRiWDOGwktkAE,,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
East End Vintage Clothing,"11B Chapman Rd, London",51.5431201,-0.0277344,3.6,119,ChIJd2XBBTQddkgRCnCsu7pJ2rs,,"clothing_store, store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Getup Yesterday,"Unit 4, echo building, easy, E Bay Ln, London",51.5446935,-0.0213241,5.0,8,ChIJU-PsQ6UddkgRsWI6Pe1Lmsc,,"clothing_store, store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Antiques,"Tanner's, 117 Tanner's Hill, London",51.4714515,-0.0294043,5.0,3,ChIJRecESl8CdkgRoCXow2INtDI,,"home_goods_store, point_of_interest, store, establishment",Lewisham,E09000023,"394,720",00AZ,574.9,10781.378698224851,10480.91124260355
Vintage Culture,"338 Tunnel Ave, London",51.4953515,0.0046717999999999,0.0,0,ChIJzZ7XOB-o2EcRg1xvxpCSBcg,,"point_of_interest, store, establishment",Greenwich,E09000011,"401,000",00AL,618.9,12654.51655629139,11738.397350993377
Mō Ichido Vintage,"1103 Douglass Tower, 9 Goodluck, Hope Walk, London",51.5093629,0.0061585999999999,0.0,0,ChIJ_yAQLCmp2EcRzgg_wS7N8cI,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Serotonin Vintage London,"194 Brick Ln, London",51.5238457,-0.0713949,4.6,19,ChIJsbyBxLccdkgRJPCnBieiP2w,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Archive Six,"5 Calvert Ave, London",51.5264278,-0.0761304,0.0,0,ChIJw-ER2MEddkgRKWsuk_l17WQ,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Vintage store,"148 Brick Ln, London",51.5213356,-0.0716821,0.0,0,ChIJz49gcmoddkgRZcAuSOUqlS8,,"store, food, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Nordic Poetry,"141 Bethnal Grn Rd, London",51.5252734,-0.0710946,4.6,92,ChIJ0Y-_-bccdkgRYFR_xW6a0K4,,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,E09000030,"475,000",00BG,680.3,10369.3125,9075.0
Bread and Butter Collection,"72 Rivington St, London",51.5261211,-0.0792861,5.0,1,ChIJ621zq-IddkgR4gZasN6hAJ8,,"clothing_store, store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
WAI VI KI . LTD,"1 Owen St, London",51.5310287,-0.1049576,0.0,0,ChIJlyePrlwbdkgRljltf6i1oa4,,"clothing_store, store, point_of_interest, establishment",Islington,E09000019,"625,000",00AU,665.6,10296.512195121952,9470.764227642276
Reign Vintage,"166-168 Stoke Newington High St, London",51.5614461,-0.0735825,4.3,4,ChIJmQox5ooddkgRFqleaZtpy64,,"clothing_store, store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
London Fashion Vintage Fair,"73 Stoke Newington Church St, London",51.5620906,-0.0773046999999999,4.0,1,ChIJ8yugi2McdkgRPL109PqPiPQ,,"clothing_store, store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
PEZZE,"17 Amhurst Terrace, London",51.5547934,-0.0672697999999999,5.0,17,ChIJIfEMDnsddkgRBMyrFWe0YNQ,,"clothing_store, store, point_of_interest, establishment",Hackney,E09000012,"530,000",00AM,575.1,7420.611111111111,8051.083333333333
Jimmy Mack Vintage - Retro London,"102 Wood St, London",51.5884913,-0.0044097,5.0,1,ChIJNwUOG8EddkgRkayOhCvXhiY,,"clothing_store, store, point_of_interest, establishment",Waltham Forest,E09000031,"430,000",00BH,624.7,11735.375,11745.701388888889
Vibe Vintage,"265 High Rd, London",51.5843101,-0.0726426,4.5,2,ChIJzQMguL0ddkgRDU8u2WYKMqA,,"clothing_store, store, point_of_interest, establishment",Haringey,E09000014,"487,500",00AP,542.6,11291.917241379311,11348.386206896552
Barnardo's,"414 Brixton Rd, London",51.46461499999999,-0.1144162,3.9,36,ChIJtaMTrmcEdkgRqg8rxr5yMhI,,"store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Fara Charity Shop - Pimlico,"13A Warwick Way, London",51.4925305,-0.139252,4.4,31,ChIJxdvnP-AEdkgRZ_n8rRE6pNs,,"store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
Mary's Living & Giving Shop,"206 Fulham Rd., London",51.4857866,-0.1814296,3.6,14,ChIJLQD_hmQFdkgRz1CUdyFo0ZA,,"store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
Cardinal Hume Charity Shop,"110 Horseferry Rd, London",51.49505380000001,-0.1321888,3.5,6,ChIJladPmd0EdkgRz3DmkADbyi4,,"store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
British Heart Foundation,"184 Balham High Rd, London",51.44399670000001,-0.1525531,4.0,14,ChIJa61_f8UFdkgR7PhokfZTye0,1.0,"store, point_of_interest, establishment",Wandsworth,E09000032,"640,000",00BJ,746.7,18713.156424581004,17922.709497206703
Oxfam Charity Retail Shop,"47 Streatham High Rd, London",51.4326051,-0.1286258,2.7,6,ChIJszsg2ScEdkgRg94AhtbLynI,,"store, point_of_interest, establishment",Lambeth,E09000022,"510,000",00AY,673.6,11294.58988764045,11605.47191011236
Sue Ryder,"37 Warwick Way, London",51.4921984,-0.1403124,4.7,7,ChIJVX7HJuAEdkgRDcEcSXwPeKE,1.0,"store, point_of_interest, establishment",Westminster,E09000033,"1,070,000",00BK,771.6,16194.96875,16175.703125
Oxfam,"145 Earls Ct Rd, London",51.4932217,-0.1942135,4.7,36,ChIJ9w1_r4wPdkgRaxJ0tBlX0SY,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Kensington and Chelsea,E09000020,"1,200,000",00AW,767,15419.339805825242,18563.563106796115
